id, ,text,aspect0,aspect1,aspect2,aspect3,aspect4,aspect5
762,24199,"mua bỉm tiki là rẻ nhất lên lúc_nào cũng quất dịch jumbo này cả . từ khi biết đến gói jumbo thì chưa bao_giờ mua lại bịch nhỏ luôn . , kì hài_lòng",1,0,0,0,0,0
763,24198,"vị trà không ngon , khó uống , con không thích , không nên mua cho trẻ , thường",0,0,0,-1,0,0
764,24197,"hài_lòng về sản_phẩm và sẽ ủng_hộ dài_dài ạ , kì hài_lòng",0,0,0,0,0,0
765,24196,"rất hài_lòng . sẻ ủng_hộ shop , kì hài_lòng",0,0,0,0,0,0
766,24195,"xài rất thích . ko bị tràn . rất thích_hợp mang buổi đêm . ko bị hăm . giao hàng nhanh lại đk mang ban_ngày thì hơi dày nhưng sử_dụng thích hơn mấy hãng khác nhiều , kì hài_lòng",0,0,1,1,1,0
767,24194,"bao_bì hơi bẩn nhưng hy_vọng sản_phẩm ok . giá cũng rẻ hơn so với siêu_thị , lòng",1,0,0,0,-1,0
768,24193,"rất thoáng và nhẹ . đã mua nhiều lần . xin cảm_ơn 😷 , kì hài_lòng",0,0,0,1,0,0
770,24191,"giặt đến lần thứ 2 bị rách . bị tràn ra ướt hết . , hài_lòng",0,0,0,-1,0,0
773,24188,"giao hàng nhanh , sản_phẩm đóng_gói chắc_chắn . ok , kì hài_lòng",0,0,0,0,1,0
774,24187,"sản_phẩm hạn sử_dụng xa , quà tặng kèm siêu dễ_thương , rất tiện cho mẹ , bé nhà thích lắm luôn , kì hài_lòng",0,1,1,0,0,0
775,24186,"sản_phẩm tốt , đúng chất_lượng , kì hài_lòng",0,0,0,1,0,0
776,24185,"thật_sự chán kinh_khủng , nay nhận 2 bịch mang ra dùng mà không dùng nổi , bỉm nhão_nhoét không ôm mông con , phần chun bụng cho luôn 0 điểm về chỗ 😎 , các mẹ không nên mua bỉm này , giờ vứt thì tiếc , dùng chả dùng nổi . đang dùng jo ngon chớ , không hài_lòng",0,0,0,-1,0,0
777,24184,"giao hàng nhanh 2 ngày , đóng_gói sơ_sài , chưa kỹ , rách 1 chỗ vỏ bọc ngoài . , kì hài_lòng",0,0,0,0,-1,0
778,24183,"ok nên mua , kì hài_lòng",0,0,0,0,0,0
779,24182,"sản_phẩm oke gói hàng chưa cẩn_thận lắm , kì hài_lòng",0,0,0,1,-1,0
781,24180,"em mua vẫn thấy tặng 9 miếng đủ ( gói 3 dây , mỗi dây để 3 miếng ) , khách không coi kỹ mà lên đánh_giá tặng 3 miếng với không tặng 🤣 🤣 🤣 🤣 🤣 , à gì cũng ok , chỉ có mùi không dễ_chịu tí nào . , kì hài_lòng",0,1,0,-1,0,0
782,24179,"đã nhận được hàng rồi nha shop ơi . shop giao hàng nhanh và đóng_gói sản_phẩm kỹ , kì hài_lòng",0,0,0,0,1,0
783,24178,"rẻ hơn khi mua bên ngoài shop , tiki giao hàng nhanh_chóng , hơn mua bên ngoài",1,0,0,0,1,0
786,24175,"không thấy giao quà tặng vậy ? khi nào mới giao quà tặng . , thường",0,-1,0,0,0,0
787,24174,"sản_phẩm tốt , đóng_gói chắc_chắn , giao hàng nhanh , sẽ tiếp_tục mua hàng , kì hài_lòng",0,0,0,1,1,0
788,24173,"bỉm thấm hút tốt , mẫu_mã đẹp , giao hàng nhanh , kì hài_lòng",0,0,0,1,1,0
790,24171,"mình đặt bỉm và thanh_toán trước . nhưng đến lúc nhận mới ngớ ra là đặt nhầm kích_thước nên nói bạn giao hàng mang về luôn . nhưng bạn giao hàng nói mình cứ nhận đi xong gọi tổng_đài rồi sẽ có người đến lấy để đổi hoặc trả . nghĩ bạn ấy mất_công mang đi nên mình lấy , xong gọi điện lên tổng_đài thì báo không hỗ_trợ rồi thôi . quá thất_vọng về tiki . , làm_ăn không rõ_ràng",0,-1,0,0,0,0
792,24169,"sữa chính hãng , xe đồ_chơi chắc_chắn và rất đẹp . , kì hài_lòng",0,1,0,0,0,1
793,24168,"sản_phẩm tốt , phù_hợp với túi_tiền mà_lại được tặng quà nữa ,",1,1,0,1,0,0
794,24167,"sản_phẩm dùng tốt . hạn còn xa , giá rẻ , nhưng không có combo nhiều cỡ nhỉ , kì hài_lòng",1,0,1,1,0,0
795,24166,"giao nhanh . sản_phẩm hạn sử_dụng xa , kì hài_lòng",0,0,1,0,1,0
796,24165,"sản_phẩm tốt , đóng_gói đạt chất_lượng , giao hàng nhanh , kì hài_lòng",0,0,0,1,1,0
797,24164,"chất cũng bt phù_hợp với giá bán chứ không nổi_trội lắm , thường",0,0,0,0,0,0
799,24162,"hàng tốt , đóng_gói cẩn_thận . lần sau mua tiếp . thanks tiki , oke",0,0,0,1,1,0
800,24161,"giá_cả hợp_lý , kì hài_lòng",1,0,0,0,0,0
802,24159,"cực_kỳ hài_lòng khi nhận hàng , sản_phẩm đẹp , chắc_chắn , y mẫu , kì hài_lòng",0,0,0,1,0,0
804,24157,"hàng chuẩn giá rẻ , kì hài_lòng",1,0,0,0,0,1
805,24156,"giao hàng nhanh . quà tặng dễ_thương xinh_xắn . giá_cả tốt . gia_đình tôi rất hài_lòng về tiki mong tiki luôn_luôn phát_triển , kì hài_lòng",1,1,0,0,1,0
806,24155,"mình đặt_hàng 2 lần , mỗi lần đều có hàng khuyến_mãi kèm theo . giao hàng nhanh . mình rất hài_lòng . , lòng",0,1,0,0,1,0
807,24154,"giao hàng hơi chậm nhưng đóng_gói cẩn_thận , không biết do bé nhà mình tè nhiều hay sao mà dòng tả này 1 đêm mình phải thay 2 lần chứ không được như mô_tả sản_phẩm là cho bé 1 giấc_ngủ ngon nguyên đêm nên mình không hài_lòng lắm , thường",0,0,0,-1,-1,0
809,24152,"giao hàng quá chậm so với thời_gian dự_kiến giao , hài_lòng",0,0,0,0,-1,0
810,24151,"bề_mặt tã mềm , thấm tốt không bị tràn , chun mềm_mại không có lằn trên da bé , mềm , thấm hút tốt",0,0,0,1,0,0
812,24149,"giao hàng rất nhanh , đặt hôm_qua , hôm_nay giao rồi , mua được giá rẻ 219k , kì hài_lòng",1,0,0,0,1,0
816,24145,"hơi mỏng nên khi bé tè 2 lần là phải thay , lòng",0,0,0,-1,0,0
817,24144,"sản_phẩn tuyệt , rẻ ngon bổ , kì hài_lòng",1,0,0,1,0,0
819,24142,"tả sử_dụng ok rất tốt , sẽ mua nhiều trên tiki , ok ok ok ok ok ok ok , oke",0,0,0,1,0,0
820,24141,"hàng giao có bao_bì mới , giao hàng nhanh , kì hài_lòng",0,0,0,1,1,0
822,24139,"sản_phẩm tốt , giá rẻ hơn thị_trường rất nhiều , kì hài_lòng",1,0,0,1,0,0
823,24138,"sữa vị đắng , rất khó uống , bé mình pha lần đầu là bỏ cả hộp luôn . huhu , không hài_lòng",0,0,0,-1,0,0
824,24137,"giao hàng nhanh , nhưng chưa dùng lên không biết chất_lượng ra sao , frend",0,0,0,0,1,0
825,24136,"tã ok . đúng hãng . nhưng ship thì cực_kì khó ưa . đem hàng tới dục dưới đất cái bạch rồi đọc số tiền mặc hầm như muốn ăn thịt khách . còn chửi tôi kêu ra đường nhận thì không đi , đem vô đây cực như quỷ . tôi mua của rất nhiều trang nhưng chưa gặp ship nào khó ưa như_vậy . mong tiki xử_lý dùm tôi . , thường",0,0,0,0,-1,1
829,24132,"sp khuyến_mãi đẹp , kì hài_lòng",0,1,0,0,0,0
830,24131,"tả đẹp quà xinh , kì hài_lòng",0,1,0,1,0,0
833,24128,"đã nhận được hàng . giao đầy_đủ và hạn sử_dụng xa . cám_ơn tiki rất nhiều . cả ship vẫn rẻ hơn 30k so với mua đại_lý gần nhà , kì hài_lòng",1,0,1,0,1,0
834,24127,"giao hàng cực_kỳ nhanh . mua tã mình chỉ mua ở tiki thôi , kì hài_lòng",0,0,0,0,1,0
835,24126,"phải nói tiki giao hàng nhanh như cơn gió . mới đặt tối 21 sáng 23 đã nhận . săn được mã giảm 50k mua liền chứ nhà vẫn còn bỉm xài . gì chứ pampers sử_dụng là oke lắm , mỏng nhẹ thấm tốt mà mềm mịn . cứ mua đó để_dành sử_dụng từ từ . vote 5 * nha . , kì hài_lòng",1,0,0,1,1,0
838,24123,"hàng tiki phân_phối chất_lượng chuẩn , đóng_gói kĩ , giao hàng viên giao hàng vui_vẻ lễ_phép . nhưng giá hơi cao so với các shop khác 1 chút , lòng",-1,0,0,1,1,0
839,24122,"sản_phẩm này okay , tôi hài_lòng , tôi chỉ thắc_mắc tại_sao phải nhận_xét ít_nhất 50 ký_tự nhỉ ? , lòng",0,0,0,0,0,0
840,24121,"giao hàng nhanh , chất_lượng sản_phẩm hàng nhanh !",0,0,0,1,1,0
841,24120,"mua khuyến_mãi nên khá rẻ , kì hài_lòng",1,0,0,0,0,0
843,24118,"tả mặc cho bé rất thích . ít hăm . , lòng",0,0,1,1,0,0
844,24117,"tốt hơn unidry , sử_dụng ban_ngày cho bé tuyệt_vời , các mẹ nên mua cho dùng , kì hài_lòng",0,0,0,1,0,0
845,24116,"sản_phẩm dùng tốt , đã mua của shop nhiều lần . giao hàng siêu nhanh , hài_lòng",0,0,0,1,1,0
847,24114,"tiki đóng_gói bằng thùng cẩn_thận , do tiki bán mình yên_tâm 100 % . bỉm mới sản_xuất 7 / 2019 , hình_ảnh in trên bỉm dễ_thương , bé mặc vừa_vặn , thấm hút tốt . , hài_lòng .",0,0,1,1,1,0
849,24112,"sản_phẩm tốt , , cực_kỳ tốt , shop phục_vụ nhiệt_tình , đóng_gói hàng kỹ , kì hài_lòng",0,1,0,1,1,0
854,24107,"mua dịp sale mà giao hàng siêu siêu siêu nhanh . đóng_gói cực_kỳ cẩn_thận . hàng hạn sử_dụng đều còn mới . nói_chung điểm 10 về dịch_vụ , chất_lượng thì mình chưa dùng nên chưa đánh_giá được . nhưng nghe mọi người review rất ok , kì hài_lòng",0,0,1,0,1,0
855,24106,"mình thấy sản_phẩm tốt - giao hàng nhanh - đóng_gói cẩn_thận , kì hài_lòng",0,0,0,1,1,0
856,24105,"đẹp chất_lượng sẽ ủng_hộ tiếp , kì hài_lòng",0,0,0,1,0,0
857,24104,"giao hàng nhanh , đóng_gói cẩn_thận , chất được sản_phẩm ok . rất thích sản_phẩm này , lại còn có thẻ cào trúng thưởng nữa chứ . rất hài_lòng : d , lòng",0,1,0,0,1,0
858,24103,"giao hàng nhanh giá_cả phải_chăng , kì hài_lòng",1,0,0,0,1,0
859,24102,"nhập mã giảm_giá nữa thì quá tốt . sẽ tiếp_tục ủng_hộ , tốt .",0,0,0,0,0,0
860,24101,"sữa hạn sử_dụng xa . hàng chính hãng , giá rẻ hơn thị kì hài_lòng",1,0,1,0,0,1
861,24100,"dùng tạm được . so với chất_lượng thì tiền nào của nấy ! , kì hài_lòng",0,0,0,1,0,0
862,24099,"hàng hạn sử_dụng mới , chuẩn chính hãng , quà tặng đầy_đủ , giao hàng nhanh , hoá_đơn rõ_ràng . ủng_hộ tiki dài_dài ! ,",0,1,1,0,1,1
866,24095,"giao hàng nhanh , hàng chính hãng , kì hài_lòng",0,0,0,0,1,1
867,24094,"sữa rất mịn , thơm , tan nhanh , uống vào rất mát và tiêu_hóa tốt . , lượng tuyệt_vời",0,0,0,1,0,0
868,24093,"ok , chính hãng , kì hài_lòng",0,0,0,0,0,1
869,24092,"tả này thấm hút rất tốt , chưa bao_giờ chị tràn , ôm mông em bé tốt . , kì hài_lòng",0,0,0,1,0,0
871,24090,"sữa con mình dùng rất ok , bé chịu ăn ít bệnh vì tăng_cường sức đề_kháng , kì hài_lòng",0,0,0,0,0,0
872,24089,"tả mỏng hơn loại bobby thường nhưng độ thấm hút vẫn tốt . giờ chuyển qua dùng loại này luôn . , mặc tả này bé vẫn bị mồ_hôi mông nhé các mẹ . nhưng mặc bỉm thì chấp_nhận nóng thôi . , lòng",0,0,0,1,0,0
873,24088,"tã có chất_lượng ổn , ổn hơn cả pampers việt_nam . giá_cả phải_chăng , vì_vậy tôi tin_dùng lâu_dài . , cả phù_hợp , chất_lượng chấp_nhận được",1,0,0,1,0,0
874,24087,"giao hàng nhanh , tã đúng hàng sử_dụng ok , kì hài_lòng",0,1,0,1,1,0
875,24086,"trước giờ em toàn mua tã dán unidry super với tã quần đợt này em mua thử loại premium pants . so_sánh với loại trước đó thì khác hẳn . chất_lượng hơn . , mỗi lần mua là cứ làm 4 bịch to_đùng này . , giao hàng nhanh không_tưởng luôn . mới đặt hôm trước . hôm sau đã có rồi . , hài_lòng",0,0,0,1,1,0
876,24085,"không giống mua trong tràn ra ngoài , hài_lòng",0,0,0,-1,0,0
877,24084,"với dòng tã mới ra này của pamper mình rất ưng_ý . giá tiền so với mẫu cũ không chênh lêch nhiều nhưng tã lại dùng thích hơn . tã vừa_vặn ôm khít , thấm hút tốt , kì hài_lòng",0,0,0,1,0,0
878,24083,"sản_phẩm đúng mô_tả . giao hàng nhanh . mình rất hài_lòng ! ! , kì hài_lòng",0,0,0,0,1,0
880,24081,"hàng_chất . mỏng , thấm hút tốt . nhẹ . nói_chung là tốt , lòng",0,0,0,1,0,0
881,24080,"đây là lần đầu_tiên mình mua hàng của tiki , hàng đóng_gói cẩn_thận , đẹp , sản_phẩm y hình , dễ_thương . phù_hợp với giá tiền . giao hàng nhanh . mình sẽ ủng_hộ tiki lâu_dài , kỳ hài_lòng về sản_phẩm , các mẹ nên mua",1,1,0,1,1,1
882,24079,"rất hài_lòng . nhân_viên giao hàng nhiệt_tình vui_vẻ . , kì hài_lòng",0,0,0,0,1,0
884,24077,"hàng tốt , nhưng lưng quần ngắn quá mỗi lần bé đi nặng toàn trào lên lưng , lòng",0,0,-1,-1,0,0
885,24076,"chất_lượng không bằng loại cũ ạ , lòng",0,0,0,-1,0,0
887,24074,"mình sử_dụng tả thấm không tốt , bé ngủ tè 1 lần bị tràn ra ngoài dù mình đã kéo tả ôm mông bé . rất không hài_lòng , không hài_lòng",0,0,0,-1,0,0
888,24073,"hàng chuẩn , tiki giao hàng nhanh , balo mini nhỏ gọn đáng yêu lắm , mua",0,1,0,0,1,1
889,24072,"mình nhận hàng bên kiti oke lắm , kì hài_lòng",0,0,0,0,0,0
892,24069,"hàng đóng_gói cẩn_thận , cảm_ơn tiki rất nhiều . giao hàng cực_kỳ nhanh_chóng luôn ! , kì hài_lòng",0,0,0,0,1,0
894,24031,"hàng tốt nhưng giá đắt hơn lazada mà_lại còn không được tặng thêm 6 mua ở gần nhà giá cũng vz mà còn được tặng thêm gói khăn ướt 10 tờ , thường",-1,-1,0,0,0,0
895,24030,"sản_phẩm mỏng hơn các mẫu đóng_gói nhỏ hơn nhưng có mùi hương không thích , hài_lòng",0,0,0,-1,0,0
896,24029,"chưa dùng nhưng cảm_quan có vẻ ok , giao hàng đúng thời_gian hẹn tuy_nhiên lâu hơn shoppe hay lâzda , kì hài_lòng",0,0,0,0,1,0
897,24028,"tiki giao hàng nhanh , đóng_gói cẩn_thận . tôi hài_lòng . , kì hài_lòng",0,0,0,0,1,0
898,24027,"mua của chưa bao_giờ thất_vọng , kì hài_lòng",0,0,0,0,0,0
899,24026,"hình thì chú_thích có quà nhưng không nhận đc , thường",0,-1,0,0,0,0
900,24025,"mình mua hàng trên tiki rất nhiều lần và rất tin_tưởng , nhưng lần này mình thật_sự thất_vọng . hàng vận_chuyển lâu , khi nhận hàng mình bóc lớp túi_bóng ra thì bao_bì sản_phẩm bị bẩn , rách , trông bao_bì cũ . , hài_lòng",0,-1,-1,0,-1,0
901,24024,"sữa đóng_gói cẩn_thận , đồ_chơi to nên phù_hợp cho bé từ 2 tuổi , kì hài_lòng",0,1,0,0,1,0
902,24023,"hàng oke mình đã sử_dụng gần hết và chuyển qua mua kích_thước m cho bé , lòng",0,0,0,0,0,0
904,24021,"hàng cũ làm_ăn_không uy_tín , không hài_lòng",0,-1,-1,0,0,0
907,24018,"bỉm mềm nhẹ . dùng cho bé rất thích sẽ còn ủng_hộ shop , lòng",0,0,0,1,0,0
910,24015,"bỉm to hơn các loại khác cùng size , nhìn không đẹp lắm , thấm cũng tương_đối thôi , bé chơi 1 hồi là bị xù ra thấy xấu lắm , được cái giá mềm , giao hàng nhanh nên cho 4 * , rẻ nên không đòi_hỏi nhiều",1,0,0,-1,1,0
911,24014,"mình thấy khi đặt_hàng có quà tặng kèm nhưng khi nhận được lại không có ? vậy là sao vậy shop ? , không hài_lòng",0,-1,0,0,0,0
912,24013,"có hương thơm dễ_chịu , bé có tăng cân . nhưng hiệu_quả chưa rõ_ràng . phải dùng lâu_dài hơn ms biết , lòng",0,0,0,1,0,0
913,24012,"giao hàng nhanh , đóng_gói chắc_chắn . giá_cả vừa_phải , kì hài_lòng",1,0,0,0,1,0
914,24011,"tã pampers gói lớn tiết_kiệm hơn , chống tràn hiệu_quả , giữ cho bé luôn khô thoáng . bé nhà mình sử_dụng pampers từ nhỏ mà chưa từng bị hăm da . dòng sản_phẩm mới này của pampers mỏng hơn , nhẹ hơn dòng cũ , giá_cả cũng hợp_lý , rất cạnh_tranh so với các loại tã khác . tiki giao hàng nhanh_chóng và đóng_gói rất cẩn_thận , kì hài_lòng",1,0,1,1,1,0
915,24010,"sản_phẩm_chất_lượng , bé luôn cảm_thấy thoải_mái khi sử_dụng , nên sản_xuất hoạ_tiết màu_sắc cho bé gái , kì hài_lòng",0,0,0,1,0,0
916,24009,"đã sử_dụng loại này gần 1 năm , mềm , êm , thấm hút tốt , không bị hăm ! rất hài_lòng ! , kì hài_lòng",0,0,1,1,0,0
917,24008,"mình chọn mua hikid premium hộp màu trắng . tiki giao nhầm hộp màu kem vàng vui_lòng đổi lại hàng gấp . , không hài_lòng",0,-1,0,0,0,0
918,24007,"hàng mới , bé nhà dùng rất yên_tâm , tin_tưởng thanks tiki , bì cẩn thân",0,0,1,1,1,0
919,24006,"thiết_kế mới , lưng bụng tã quần có lớp đệm mềm nên mặc không bị hằn . , mại",0,0,0,1,0,0
920,24005,"giá_cả hợp_lý . đóng_gói cẩn_thận , lòng",1,0,0,0,1,0
921,24004,"tiki gói hàng nhìn là thích liền . mà cho mình hỏi bé mình đang dùng bobby xxl giờ đổi qua pamper cùng kích_thước mà sao thấy tả nhỏ quá . bé mặc chật thấy hằn dấu lên da ... bé mình 16kg hà 🤧 🤧 🤧 🤧 , kì hài_lòng",0,0,0,-1,1,0
923,24002,"mua combo 3 bịch xxl 4 nay được tặng quà gì không tiki ? , lòng",0,0,0,0,0,0
924,24001,"bỉm merries là số 1 : thấm hút cực tốt , với cả siêu mềm . mình mua sản_phẩm này cho bé nhà sử_dụng từ khi mới sinh đến giờ . rất tin_tưởng vào chất_lượng của lượng tuyệt_vời",0,0,0,1,0,0
925,24000,"hàng chất_lượng tốt , giao hàng nhanh , kì hài_lòng",0,0,0,1,1,0
928,23997,"rất tốt , mỏng nhẹ cho bé , giá_cả phải_chăng , giao hàng tận nơi , kì hài_lòng",1,0,0,1,1,0
930,23995,"hàng đúng như hình , giao hàng nhanh , chất_lượng ok , đúng như hình , giao hàng nhanh",0,0,0,1,1,0
931,23994,"đặt mua thì có quà mũ bobby . giao đến thì không thấy quà đâu , người giao hàng bảo không thấy tiki đưa quà , nhận được quà",0,-1,0,0,0,0
932,23993,"tôi đã nhiều lần mua sữa trên tiki , phải nói là tiki cung_cấp sản_phẩm rất chất_lượng , hạn sử_dụng luôn mới , đóng_gói cẩn_thận và giao nhanh như tia chớp . đặt 9h sáng mà 9h30 đã nhận được . quá_ư hài_lòng luôn . chấm 10 sao luôn . , phâmt tốt , chất_lượng cao",0,0,1,1,1,0
933,23992,"định mua nữa mà giá tăng cao quá , đợi khuyến_mãi sẽ mua tiếp , tăng rồi",-1,0,0,0,0,0
935,23990,"đúng mẫu đẹp hợp túi_tiền , kì hài_lòng",1,0,0,0,0,0
937,23988,"mình cực_kì hài_lòng với bỉm có đệm mây co_giãn 4 chiều , bế bé đi chơi cả ngày mà không hề bị hằn đỏ , lớp đệm mây rất êm mềm . , kì hài_lòng",0,0,0,1,0,0
938,23987,"đóng_gói cẩn_thận , chất_lượng giống mua ngoài cửa_hàng , lòng",0,0,0,1,1,0
940,23985,"tiki giao sớm hơn dự_kiến , mới đặt sáng qua trưa nay đã nhận hàng . shipper chuyên_nghiệp . sp đúng mô_tả , hạn sử_dụng mới . , kì hài_lòng",0,0,1,1,1,0
941,23984,"tã rất tệ , mỏng , thấm hút không tốt , bé nhà mình mặc lần nào cũng tràn , ướt nệm liên_tục . mà chỉ mặc buổi trưa vài tiếng thôi . khuyên chân_thành các bạn không nên mua , mình bỏ gần bịch tã nguyên mà ấm_ức . , không hài_lòng",0,0,0,-1,0,0
942,23983,"rất thích mua trên tiki an_tâm , và săn được mã giảm_giá nữa , rất tuyệt_vời , tốt ,",1,0,0,1,0,0
943,23982,"sản_phẩm có mùi dễ_chịu , chất_lượng tốt . đóng_gói chắc_chắn ,",0,0,0,1,1,0
944,23981,"chưa dùng nhưng giao đúng sp ! , kì hài_lòng",0,1,0,0,0,0
945,23980,"rất hài_lòng ! nên ủng_hộ , kì hài_lòng",0,0,0,0,0,0
946,23979,"dùng ban_ngày thì tạm đc , còn ban_đêm nằm thì bị tràn ướt hết người , thường",0,0,0,-1,0,0
948,23977,"tôi rất hài_lòng và tin_dùng sản_phẩm trong 1 năm qua , kì hài_lòng",0,0,0,0,0,0
951,24398,"đóng_gói ok , tã dùng tốt , bé không bị đỏ da khi dùng . , kì hài_lòng",0,0,1,1,1,0
953,24396,"sản_phẩm tốt . tuy_nhiên tiki giao hàng hơi chậm . hơn 1 tuần mới giao . nên trừ 1 điểm nhé , lòng",0,0,0,1,-1,0
954,24395,"vừa túi_tiền . , lòng",1,0,0,0,0,0
955,24394,"hẹn 7 / 6 mà giờ thấy trạng_thái đã tiếp_nhận , còn chưa đóng_gói nữa . mong tiki xem_lại giùm tôi , xem_lại giao hàng khuyễn mãi",0,-1,0,0,0,0
956,24393,"sp tốt , giao hàng nhanh . mỗi_tội giao giờ nghỉ trưa nên không ưng lắm , kì hài_lòng",0,0,0,1,-1,0
957,24392,"sản_phẩm tốt giá rẻ , kì hài_lòng",1,0,0,1,0,0
958,24391,"sp xua gio con minh dung . tot , lòng",0,0,0,0,0,0
959,24390,"hộp dễ_thương . hơi xước nhẹ chút_xíu , nhìn xa thì không thấy . với 1 hộp kỷ_niệm thì và giá_thành như_vậy là rất ok . , kì hài_lòng",0,0,0,0,0,0
960,24389,"sản_phẩm dùng ổn , kì hài_lòng",0,0,0,0,0,0
962,24387,"chất_lượng tạm được so với giá này . , nếu tiết_kiệm thì mua . không thêm chút mua loại extra sài_ok , thôi",1,0,0,-1,0,0
963,24386,"hàng tốt chất_lượng giao hàng nhanh , kì hài_lòng",0,0,0,1,1,0
965,24384,"tã dùng rất tốt , tiki đóng_gói cẩn_thận và giao hàng nhanh . , lượng tốt",0,0,0,1,1,0
966,24383,"mình sách , mua bỉm cho con trên tiki gần 1 năm nay , toàn mua combo về dùng dần . chất_lượng tốt , đúng như cam_kết , hơn nữa quà tặng cho các con rất đẹp , đáng yêu . sẽ ủng_hộ tiki dài_dài . , lượng tốt , quà tặng đẹp",0,1,0,1,0,0
967,24382,"sản_phẩm dùng rất oke luôn nè . gói to_đùng rẻ và đặc_biệt là hàng việt_nam_tớ rất rất thích nhé . sẽ ủng_hộ shop dài_dài 💯 💯 💯 , kì hài_lòng",1,0,0,1,0,0
969,24380,"bé mình nhỏ nhỏ nên mình dùng pampers cho bé nhẹ_nhàng . nhìn_chung thì ok . , thấm hút tốt , nhưng có 1 số lần bị trào ra , có_thể do chưa vừa khít với chân bé hoặc lưng thun . ,",0,0,0,-1,0,0
970,24379,"tả dán đúng chuẩn . thú nhúng rất dễ_thương nhưng hơi nhỏ so với tưởng tưởng . , kì hài_lòng",0,1,0,0,0,1
973,24376,"ngon , bổ rẻ , kì hài_lòng",1,0,0,1,0,0
976,24373,"tả mỏng , nhẹ . so với trước đây thì chất không bằng , thường",0,0,0,-1,0,0
977,24372,"sản_phẩm thì ok , nhưng mình không thích loại này , mình thích loại "" đệm mây 4 chiều "" cơ , nhìn trong hình có ghi sản_phẩm này , ai_ngờ khi giao thì khác , cũng bực_mình coi lại hình_ảnh thì thấy ảnh đủ loại , vì_vậy cũng không làm được gì hơn sử_dụng đại cho rồi , hài_lòng vì không đúng sản_phẩm",0,-1,0,0,0,0
979,24370,"sản_phẩm_chất_lượng , được đóng_gói cẩn_thận , đẹp_mắt . giá_cả phải_chăng và giao hàng rất nhanh . sẽ tiếp_tục mua hàng của tiki . , kì hài_lòng",1,0,0,1,1,0
980,24369,"chất_lượng phục_vụ tốt , sẽ ủng_hộ những lần sau 😊 😊 😊 , hàng nhanh , gói hàng cẩn_thận",0,1,0,0,1,0
983,24366,"hàng đúng mô tốt , xài êm , kì hài_lòng",1,0,0,1,0,1
985,24364,"tã dán dùng tốt , bỉm bỉm này dài hơn bỉm merries cùng size . mình dùng thì thấy nhanh phồng phía trên , nhưng để qua đêm thì cũng tràn đều . dùng 12 tiếng 1 bỉm không thấy ướt mông bé . ,",0,0,0,1,0,0
986,24363,"tã quần thấm hút tốt , mặc vừa thoả mái . lại có thêm quà tặng khăn ướt nữa . quá hài_lòng . , hài_lòng",0,1,0,1,0,0
988,24361,"bé dùng bi mẩn đỏ , không thích bằng loại sản_phẩm cũ , dùn bi mẩn đỏ",0,0,-1,0,0,0
989,24360,"tả mỏng nhẹ , thấm hút tốt , không bị mất form hay vón cục . nhưng đơn hàng mình mua có tặng kèm bình nước lock and lock 1,5 l mình vẫn chưa nhận được bình nước , xem đơn hàng thì đang đợi xử_lý . nhờ tiki kiểm_tra đơn hàng và phản_hồi giúp mình khi nào nhận được 2 bình nước ? , kì hài_lòng",0,-1,0,1,0,0
990,24359,sữa thơm ngon lắm ạ . bao_giờ mới có hàng lại nữa kì hài_lòng,0,0,0,1,0,0
991,24358,"đề_nghị tiki phản_hồi lại với nhà cung_cấp khi tặng hàng đính kèm . hàng tặng nhìn rất bẩn , bẩn từ ngoài cho đến trong phía nắp đậy . tôi nghi_ngờ hàng này bị rót chiết và không đáng tin_cậy . , tặng rất dơ và rất cũ",0,-1,0,0,0,0
993,24356,"hàng đúng như hình , chất_lượng ổn , giá hợp_lí , giao hàng nhanh , kì hài_lòng",1,0,0,1,1,1
996,24353,thời_gian giao hàng sản_phẩm rất kì hài_lòng,0,0,0,0,1,0
997,24352,"sữa nên dùng cho các bé bị nhẹ cân , nên mua kì hài_lòng",0,0,0,0,0,0
999,24350,"rẻ hơn giá thị giúp mẹ bỉm sữa tiết_kiệm được 1 ít tiền , kì hài_lòng",1,0,0,0,0,0
1000,24349,"tại_sao mua hàng của tiki cả tuần rồi mà không thấy quà . mình mua 4 bịch tả phải được 4 bịch khăn ướt mà không thấy có . kêu không lấy tiền ship mà_lại lấy 35k phí giao hàng cồng_kềnh , gián",0,-1,0,0,-1,0
1001,24348,"tã mỏng nhẹ , thấm hút tốt , đã sử_dụng hết combo 3 gói , giờ đặt mua thêm 1 combo nữa , kì hài_lòng",0,0,0,1,0,0
1002,24347,"mua tã pamper mình ưng lắm . mỏng , nhẹ . xài lâu cả 8 - 9 tiếng kg bị tràn . bé mình 1 tuổi bú đều ngày 4 - 6 bình . , kì hài_lòng",0,0,0,1,0,0
1003,24346,"rất dễ_thương quá trời quá đất , hàng tặng cho bé là hết_ý : ) , đóng_hộp sang_trọng , rất đáng tiền",0,1,0,0,1,0
1004,24345,"đã nhận được hàng , tả mềm thấm hút tốt mà giá ca lại mềm nữa , vote 5 sao cho tiki ,",1,0,0,1,0,0
1005,24344,"vận_chuyển nhanh chỉ mất 2 ngày là mình nhận được sữa . hạn sử_dụng thì lâu . , kì hài_lòng",0,0,1,0,1,0
